date,rating
03/08/2017,3.0977130977130978
03/09/2017,5.397489539748954
03/10/2017,2.78894472361809
03/11/2017,6.3976945244956775
03/12/2017,4.301470588235294
03/13/2017,3.0952380952380953
03/14/2017,1.4556962025316456
03/15/2017,0.0
